t_prop_us,noise_pct,init_factor,warm_start,path_change_ack,path_factor,converged_ack,converged_rtt,detection_ack,detection_delta_ack,final_x_est_us,final_min_rtt_us,true_min_rtt_us,final_err_pct,acks_total,final_confirm_cnt,final_confirm_slow_cnt
1000000,2.0,50.0,False,,1.0,4,499,-1,-1,1007846,973678,1000000,0.7846000000000001,10000,0,0
1000000,2.0,100.0,False,,1.0,4,499,-1,-1,986749,969999,1000000,1.3251000000000002,10000,0,2
1000000,5.0,2.0,False,,1.0,4,499,-1,-1,1002379,954724,1000000,0.2379,10000,0,3
1000000,5.0,5.0,False,,1.0,5,499,-1,-1,935353,935353,1000000,6.4647,10000,0,0
1000000,5.0,10.0,False,,1.0,6,499,-1,-1,897465,897465,1000000,10.2535,10000,0,0
1000000,5.0,50.0,False,,1.0,6,499,-1,-1,1062127,999032,1000000,6.2127,10000,0,1
1000000,5.0,100.0,False,,1.0,6,499,-1,-1,995818,995818,1000000,0.4182,10000,0,0
1000000,10.0,2.0,False,,1.0,8,499,-1,-1,1037044,743557,1000000,3.7044,10000,3,3
1000000,10.0,5.0,False,,1.0,12,499,-1,-1,891141,891141,1000000,10.8859,10000,0,0
1000000,10.0,10.0,False,,1.0,10,499,-1,-1,882298,882298,1000000,11.7702,10000,0,0
1000000,10.0,50.0,False,,1.0,9,499,-1,-1,1024440,984285,1000000,2.444,10000,0,0
1000000,10.0,100.0,False,,1.0,6,499,-1,-1,889037,889037,1000000,11.096300000000001,10000,0,0
1000000,20.0,2.0,False,,1.0,34,499,-1,-1,637026,637026,1000000,36.2974,10000,0,0
1000000,20.0,5.0,False,,1.0,8,499,-1,-1,879133,879133,1000000,12.0867,10000,0,0
1000000,20.0,10.0,False,,1.0,15,499,-1,-1,874318,694519,1000000,12.5682,10000,2,2
1000000,20.0,50.0,False,,1.0,14,499,-1,-1,971823,895499,1000000,2.8177,10000,0,1
1000000,20.0,100.0,False,,1.0,20,499,-1,-1,689520,547724,1000000,31.048,10000,2,2
